attraction_name,attraction_address,zip_code,attraction_rating,attraction_n_reviews,attraction_url,popular_mentions
Vista Del Rey Vineyards,"7340 Drake Rd, Paso Robles, CA 93446-9310",93446,4.0,9,https://www.tripadvisor.com/Attraction_Review-g32861-d3873935-Reviews-Vista_Del_Rey_Vineyards-Paso_Robles_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Putah Creek Winery,"9518 Drummond Ln, Davis, CA 95618-5048",95618,5.0,6,https://www.tripadvisor.com/Attraction_Review-g32283-d8863567-Reviews-Putah_Creek_Winery-Davis_California.html,"['Filters', 'English', 'Detailed Reviews']"
The Great Wall of Los Angeles,"12920 W. Oxnard Blvd. Valley Glen, Los Angeles, CA 91401",91401,4.5,14,https://www.tripadvisor.com/Attraction_Review-g32655-d6999157-Reviews-The_Great_Wall_of_Los_Angeles-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
Vista Theater,"4473 Sunset Dr, Los Angeles, CA 90027-6043",90027,4.5,28,https://www.tripadvisor.com/Attraction_Review-g32655-d103731-Reviews-Vista_Theater-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
Rustic Canyon Park,"Rustic Canyon Road, Los Angeles, CA 90272",90272,4.5,5,https://www.tripadvisor.com/Attraction_Review-g32655-d591499-Reviews-Rustic_Canyon_Park-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
San Diego Symphony,"750 B St, San Diego, CA 92101-8114",92101,4.5,98,https://www.tripadvisor.com/Attraction_Review-g60750-d606066-Reviews-San_Diego_Symphony-San_Diego_California.html,"['Filters', 'English', 'Detailed Reviews', 'excellent acoustics', 'an incredible experience', 'performance', 'embarcadero']"
Calwise Spirits Co,"3440 Ramada Dr Suite B, Paso Robles, CA 93446",93446,4.5,4,https://www.tripadvisor.com/Attraction_Review-g32861-d14990166-Reviews-Calwise_Spirits_Co-Paso_Robles_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'distillery', 'fun']"
LA Waterfront,"504 S Harbor Blvd Between 5th and 6th Streets, Los Angeles, CA 90731-3335",90731,4.0,10,https://www.tripadvisor.com/Attraction_Review-g32655-d8061467-Reviews-LA_Waterfront-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
Battaglini Winery,"2948 Piner Rd, Santa Rosa, CA 95401-4008",95401,5.0,8,https://www.tripadvisor.com/Attraction_Review-g33055-d6036081-Reviews-Battaglini_Winery-Santa_Rosa_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Roxo Port Cellars,"1659 Copenhagen Dr Ste C On First Street between Mission and Copenhagen, Paso Robles, CA 93463-3742",93463,5.0,4,https://www.tripadvisor.com/Attraction_Review-g32861-d6603150-Reviews-Roxo_Port_Cellars-Paso_Robles_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Belmont Iceland,"815 Old County Rd, Belmont, CA 94002-2722",94002,3.5,8,https://www.tripadvisor.com/Attraction_Review-g32060-d156317-Reviews-Belmont_Iceland-Belmont_California.html,"['Filters', 'English', 'Detailed Reviews']"
Alameda Free Library,"1550 Oak St, Alameda, CA 94501-2932",94501,4.5,5,https://www.tripadvisor.com/Attraction_Review-g29073-d15617451-Reviews-Alameda_Free_Library-Alameda_California.html,"['Filters', 'English', 'Detailed Reviews']"
Carmel Valley Farmer's Market,"77 West Carmel Valley Road, Carmel Valley, CA 93924",93924,5.0,1,https://www.tripadvisor.com/Attraction_Review-g32173-d19401829-Reviews-Carmel_Valley_Farmer_s_Market-Carmel_Valley_Monterey_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Healdsburg Center for the Arts,"130 Plaza St, Healdsburg, CA 95448-4114",95448,4.5,25,https://www.tripadvisor.com/Attraction_Review-g32482-d5555342-Reviews-Healdsburg_Center_for_the_Arts-Healdsburg_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Holbrooke Hotel,"212 W Main St, Grass Valley, CA 95945-4788",95945,4.0,90,https://www.tripadvisor.com/Attraction_Review-g32447-d531980-Reviews-Holbrooke_Hotel-Grass_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'nevada city']"
Alameda Museum,"2324 Alameda Ave, Alameda, CA 94501-4503",94501,4.0,16,https://www.tripadvisor.com/Attraction_Review-g29073-d2263081-Reviews-Alameda_Museum-Alameda_California.html,"['Filters', 'English', 'Detailed Reviews', 'history']"
Brick Barn Wine Estate,"795 W Highway 246, Buellton, CA 93427-9493",93427,4.5,18,https://www.tripadvisor.com/Attraction_Review-g32121-d14809844-Reviews-Brick_Barn_Wine_Estate-Buellton_California.html,"['Filters', 'English', 'Detailed Reviews', 'tasting room', 'wine tasting', 'winery', 'wineries']"
Prie Winery,"15628 N Alpine Rd, Lodi, CA 95240-9331",95240,3.5,3,https://www.tripadvisor.com/Attraction_Review-g32640-d12156262-Reviews-Prie_Winery-Lodi_California.html,"['Filters', 'English', 'Detailed Reviews', 'wine']"
Grape Day Park,"321 N Broadway, Escondido, CA 92025-2704",92025,3.0,43,https://www.tripadvisor.com/Attraction_Review-g32358-d3309687-Reviews-Grape_Day_Park-Escondido_California.html,"['Filters', 'English', 'Detailed Reviews', 'city hall', 'history center', 'downtown escondido', 'arts', 'picnic']"
Nadeau Family Vintners,"3860 Peachy Canyon Rd, Paso Robles, CA 93446-9691",93446,5.0,9,https://www.tripadvisor.com/Attraction_Review-g32861-d3611607-Reviews-Nadeau_Family_Vintners-Paso_Robles_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Stallion Springs Community Library,"28500 Stallion Springs Dr, Tehachapi, CA 93561-5267",93561,4.5,2,https://www.tripadvisor.com/Attraction_Review-g33163-d7265011-Reviews-Stallion_Springs_Community_Library-Tehachapi_California.html,"['Filters', 'English', 'Detailed Reviews']"
Sonoma County Tourism,"400 Aviation Blvd Ste 500, Santa Rosa, CA 95403-1182",95403,4.5,51,https://www.tripadvisor.com/Attraction_Review-g33055-d106830-Reviews-Sonoma_County_Tourism-Santa_Rosa_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Morgan Hill Museum,"600 W Main Ave, Morgan Hill, CA 95037-4135",95037,4.5,7,https://www.tripadvisor.com/Attraction_Review-g32744-d6949189-Reviews-Morgan_Hill_Museum-Morgan_Hill_California.html,"['Filters', 'English', 'Detailed Reviews']"
Cinquain Cellars,"6404 Independence Ranch Pl, Paso Robles, CA 93451-9045",93451,5.0,4,https://www.tripadvisor.com/Attraction_Review-g32861-d14041281-Reviews-Cinquain_Cellars-Paso_Robles_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Hattie Weber Museum,"445 C St, Davis, CA 95616-4102",95616,4.0,6,https://www.tripadvisor.com/Attraction_Review-g32283-d1502000-Reviews-Hattie_Weber_Museum-Davis_California.html,"['Filters', 'English', 'Detailed Reviews']"
Cambria Library,"1043 Main St, Cambria, CA 93428-2821",93428,4.0,7,https://www.tripadvisor.com/Attraction_Review-g32148-d14538533-Reviews-Cambria_Library-Cambria_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Lodestar California Olive Oil,"3719 Foothill Blvd, Oroville, CA 95966-9516",95966,4.0,9,https://www.tripadvisor.com/Attraction_Review-g32836-d7204164-Reviews-Lodestar_California_Olive_Oil-Oroville_California.html,"['Filters', 'English', 'Detailed Reviews']"
Locke Memorial Park,"Main St, Walnut Grove, CA 95690",95690,4.0,3,https://www.tripadvisor.com/Attraction_Review-g33236-d14920625-Reviews-Locke_Memorial_Park-Walnut_Grove_California.html,"['Filters', 'English', 'Detailed Reviews']"
Fine Arts Building,"811 W 7th St, Los Angeles, CA 90017-3408",90017,4.5,4,https://www.tripadvisor.com/Attraction_Review-g32655-d560796-Reviews-Fine_Arts_Building-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
Freeman Vineyard and Winery,"1300 Montgomery Rd, Sebastopol, CA 95472-3031",95472,4.5,16,https://www.tripadvisor.com/Attraction_Review-g33069-d2536779-Reviews-Freeman_Vineyard_and_Winery-Sebastopol_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'cave', 'fireman', 'wineries', 'wines']"
Whitney Modern Contemporary Fine Art Gallery,"24 N Santa Cruz Ave Floor 2, Los Gatos, CA 95030-5917",95030,5.0,3,https://www.tripadvisor.com/Attraction_Review-g32657-d12244667-Reviews-Whitney_Modern_Contemporary_Fine_Art_Gallery-Los_Gatos_California.html,"['Filters', 'English', 'Detailed Reviews']"
Rockin' R Winery,"8500 Union Rd, Paso Robles, CA 93446-7169",93446,5.0,7,https://www.tripadvisor.com/Attraction_Review-g32861-d2647179-Reviews-Rockin_R_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Trinidad Museum,"400 Janis Court at Patricks Point Dr, Trinidad, CA 95570",95570,4.5,16,https://www.tripadvisor.com/Attraction_Review-g33188-d7240635-Reviews-Trinidad_Museum-Trinidad_Humboldt_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'native plant garden', 'culture']"
Caldwell Snyder Gallery,"1328 Main St, St. Helena, CA 94574-1905",94574,5.0,3,https://www.tripadvisor.com/Attraction_Review-g33000-d9860989-Reviews-Caldwell_Snyder_Gallery-St_Helena_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews']"
Artisan Addiction,"308 3rd St, San Juan Bautista, CA 95045-3011",95045,5.0,1,https://www.tripadvisor.com/Attraction_Review-g33021-d20083238-Reviews-Artisan_Addiction-San_Juan_Bautista_California.html,"['Filters', 'English', 'Detailed Reviews']"
Nagy Wines,"145 S Gray St Suite 103, Orcutt, CA 93455-4769",93455,5.0,6,https://www.tripadvisor.com/Attraction_Review-g32828-d7692224-Reviews-Nagy_Wines-Orcutt_California.html,"['Filters', 'English', 'Detailed Reviews']"
Los Angeles Convention & Visitors Bureau,"685 S Figueroa St, Los Angeles, CA 90017-3410",90017,4.0,9,https://www.tripadvisor.com/Attraction_Review-g32655-d107871-Reviews-Los_Angeles_Convention_Visitors_Bureau-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
McCallum Adobe,"223 S Palm Canyon Dr, Palm Springs, Greater Palm Springs, CA 92262-6310",92262,4.5,17,https://www.tripadvisor.com/Attraction_Review-g32847-d156986-Reviews-McCallum_Adobe-Palm_Springs_Greater_Palm_Springs_California.html,"['Filters', 'English', 'Detailed Reviews']"
Holyland Exhibition,"2215 Lake View Ave, Los Angeles, CA 90039-3635",90039,4.0,10,https://www.tripadvisor.com/Attraction_Review-g32655-d560849-Reviews-Holyland_Exhibition-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
Drum Barracks Civil War Museum,"1052 N Banning Blvd, Los Angeles, CA 90744-4604",90744,4.5,10,https://www.tripadvisor.com/Attraction_Review-g32655-d215114-Reviews-Drum_Barracks_Civil_War_Museum-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
Calturas,"1333 E Kettleman Ln, Lodi, CA 95240-9765",95240,5.0,2,https://www.tripadvisor.com/Attraction_Review-g32640-d12363528-Reviews-Calturas-Lodi_California.html,"['Filters', 'English', 'Detailed Reviews']"
Castle Island,"Pebble Beach Dr, Crescent City, CA 95531",95531,4.5,22,https://www.tripadvisor.com/Attraction_Review-g60944-d6894423-Reviews-Castle_Island-Crescent_City_California.html,"['Filters', 'English', 'Detailed Reviews', 'nesting', 'colony', 'fog']"
Naughty Oak Brewing Company,"165 S Broadway St, Orcutt, CA 93455-4619",93455,5.0,2,https://www.tripadvisor.com/Attraction_Review-g32828-d12952932-Reviews-Naughty_Oak_Brewing_Company-Orcutt_California.html,"['Filters', 'English', 'Detailed Reviews']"
Grass Valley Brewing,"141 E Main St, Grass Valley, CA 95945-6522",95945,5.0,11,https://www.tripadvisor.com/Attraction_Review-g32447-d14970274-Reviews-Grass_Valley_Brewing-Grass_Valley_California.html,"['Filters', 'English', 'Detailed Reviews']"
Twilight Cellars,"230 Emerald Way, San Juan Bautista, CA 95045-9674",95045,5.0,3,https://www.tripadvisor.com/Attraction_Review-g33021-d1072196-Reviews-Twilight_Cellars-San_Juan_Bautista_California.html,"['Filters', 'English', 'Detailed Reviews']"
Esplanade Park,"1053 Shell Ave, Pacific Grove, CA 93950-2124",93950,3.5,4,https://www.tripadvisor.com/Attraction_Review-g32840-d14792004-Reviews-Esplanade_Park-Pacific_Grove_Monterey_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Frasinetti's Winery,"7395 Frasinetti Rd, Sacramento, CA 95828-3718",95828,3.5,20,https://www.tripadvisor.com/Attraction_Review-g32999-d591036-Reviews-Frasinetti_s_Winery-Sacramento_California.html,"['Filters', 'English', 'Detailed Reviews']"
Winfield Gallery,"Sixth Avenue and Dolores Street, Carmel, CA 93921",93921,4.5,9,https://www.tripadvisor.com/Attraction_Review-g32172-d548998-Reviews-Winfield_Gallery-Carmel_Monterey_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Marshall's Farm,"159 Lombard Rd, American Canyon, CA 94503-9610",94503,4.0,7,https://www.tripadvisor.com/Attraction_Review-g29091-d4573280-Reviews-Marshall_s_Farm-American_Canyon_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews']"
Sherman Oaks Antique Mall,"14034 Ventura Blvd Sherman Oaks CA, Los Angeles, CA 91423-3552",91423,4.5,9,https://www.tripadvisor.com/Attraction_Review-g32655-d8058804-Reviews-Sherman_Oaks_Antique_Mall-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
Dale Evers Studios,"1000 Park St, Paso Robles, CA 93446-2519",93446,5.0,8,https://www.tripadvisor.com/Attraction_Review-g32861-d3369432-Reviews-Dale_Evers_Studios-Paso_Robles_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Double Springs Brewing Co,"8345 Main St, Mokelumne Hill, CA 95245-9706",95245,5.0,2,https://www.tripadvisor.com/Attraction_Review-g32726-d501614-Reviews-Double_Springs_Brewing_Co-Mokelumne_Hill_Calaveras_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Preserve Bottle Village,"4595 Cochran St, Simi Valley, CA 93063-3067",93063,3.5,2,https://www.tripadvisor.com/Attraction_Review-g33093-d13301228-Reviews-Preserve_Bottle_Village-Simi_Valley_California.html,"['Filters', 'English', 'Detailed Reviews']"
Loosen Up Massage Center,"1525 Mesa Verde Dr E Ste 111, Costa Mesa, CA 92626-5221",92626,4.0,1,https://www.tripadvisor.com/Attraction_Review-g32253-d17583280-Reviews-Loosen_Up_Massage_Center-Costa_Mesa_California.html,"['Filters', 'English', 'Detailed Reviews']"
Artists of Rivertown Gallery,"1967 Montgomery St, Oroville, CA 95965-4952",95965,4.0,4,https://www.tripadvisor.com/Attraction_Review-g32836-d5002482-Reviews-Artists_of_Rivertown_Gallery-Oroville_California.html,"['Filters', 'English', 'Detailed Reviews']"
Mary Aaron Memorial Museum,"704 D St, Marysville, CA 95901-5319",95901,4.5,2,https://www.tripadvisor.com/Attraction_Review-g32689-d9581603-Reviews-Mary_Aaron_Memorial_Museum-Marysville_California.html,"['Filters', 'English', 'Detailed Reviews']"
Los Angeles River,"2960 Marsh St, Los Angeles, CA 90039-2911",90039,3.0,24,https://www.tripadvisor.com/Attraction_Review-g32655-d103410-Reviews-Los_Angeles_River-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
Cloverleaf Ranch,"3892 Old Redwood Hwy, Santa Rosa, CA 95403-1797",95403,5.0,12,https://www.tripadvisor.com/Attraction_Review-g33055-d275871-Reviews-Cloverleaf_Ranch-Santa_Rosa_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Summer Repertory Theatre,"1501 Mendocino Ave Burbank Auditorium, Santa Rosa, CA 95401-4332",95401,5.0,10,https://www.tripadvisor.com/Attraction_Review-g33055-d6637914-Reviews-Summer_Repertory_Theatre-Santa_Rosa_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Caspar Cemetery,"Caspar Little Lake Road, Caspar, CA 95460",95460,5.0,1,https://www.tripadvisor.com/Attraction_Review-g32180-d19454056-Reviews-Caspar_Cemetery-Caspar_Mendocino_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Neyers Vineyard,"2153 Sage Canyon Rd, St. Helena, CA 94574-9641",94574,5.0,1,https://www.tripadvisor.com/Attraction_Review-g33000-d17804680-Reviews-Neyers_Vineyard-St_Helena_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews']"
Miramar Reservoir,"10710 Scripps Lake Dr, San Diego, CA 92131-1237",92131,4.5,35,https://www.tripadvisor.com/Attraction_Review-g60750-d590488-Reviews-Miramar_Reservoir-San_Diego_California.html,"['Filters', 'English', 'Detailed Reviews', 'paved road', 'beautiful scenery', 'bike']"
Hansen Dam Aquatic Center,"11798 Foothill Blvd, Los Angeles, CA 91342-7203",91342,4.0,3,https://www.tripadvisor.com/Attraction_Review-g32655-d12825314-Reviews-Hansen_Dam_Aquatic_Center-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
Presbyterian Church,"112 Bulkley Ave, Sausalito, CA 94965-2107",94965,3.0,1,https://www.tripadvisor.com/Attraction_Review-g33062-d15095337-Reviews-Presbyterian_Church-Sausalito_Marin_County_California.html,"['Filters', 'All languages', 'Detailed Reviews']"
Del Oro Theatre,"165 Mill St, Grass Valley, CA 95945-4709",95945,4.5,31,https://www.tripadvisor.com/Attraction_Review-g32447-d5585306-Reviews-Del_Oro_Theatre-Grass_Valley_California.html,"['Filters', 'English', 'Detailed Reviews']"
Zo Wines,"3280 Dry Creek Rd, Healdsburg, CA 95448-9711",95448,5.0,7,https://www.tripadvisor.com/Attraction_Review-g32482-d14997579-Reviews-Zo_Wines-Healdsburg_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Simoncini Vineyards,"2303 W Dry Creek Rd, Healdsburg, CA 95448-8131",95448,4.5,17,https://www.tripadvisor.com/Attraction_Review-g32482-d6659518-Reviews-Simoncini_Vineyards-Healdsburg_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Michael Gill Cellars,"4125 Peachy Canyon Rd, Paso Robles, CA 93446-9627",93446,4.5,6,https://www.tripadvisor.com/Attraction_Review-g32861-d8483709-Reviews-Michael_Gill_Cellars-Paso_Robles_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Talty Vineyards & Winery,"7127 Dry Creek Rd, Healdsburg, CA 95448-8205",95448,4.5,21,https://www.tripadvisor.com/Attraction_Review-g32482-d5454051-Reviews-Talty_Vineyards_Winery-Healdsburg_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'tasting room', 'zin', 'winery', 'wines']"
Guyomar Wine Cellars,"1825 Las Tablas Rd, Templeton, CA 93465-8756",93465,5.0,10,https://www.tripadvisor.com/Attraction_Review-g33167-d8845874-Reviews-Guyomar_Wine_Cellars-Templeton_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Willow Creek Ranch,"5125 Michel Road, CA 95246",95246,5.0,1,https://www.tripadvisor.com/Attraction_Review-g28926-d18845866-Reviews-Willow_Creek_Ranch-California.html,"['Filters', 'English', 'Detailed Reviews']"
Art on the Fifth,"77 Fair Dr Fifth Floor of City Hall, Costa Mesa, CA 92626-6520",92626,5.0,1,https://www.tripadvisor.com/Attraction_Review-g32253-d13375161-Reviews-Art_on_the_Fifth-Costa_Mesa_California.html,"['Filters', 'English', 'Detailed Reviews']"
Morton's Warm Springs Resort,"1651 Warm Springs Rd, Glen Ellen, CA 95442-9434",95442,3.0,21,https://www.tripadvisor.com/Attraction_Review-g32429-d3326714-Reviews-Morton_s_Warm_Springs_Resort-Glen_Ellen_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Warner Valley Trailhead,"Warner Valley Road, Lassen Volcanic National Park, CA 96020",96020,4.5,5,https://www.tripadvisor.com/Attraction_Review-g143042-d2271982-Reviews-Warner_Valley_Trailhead-Lassen_Volcanic_National_Park_California.html,"['Filters', 'English', 'Detailed Reviews']"
Reverie II Winery,"264 North Fork Crystal Springs Road, St. Helena, CA 94574-9664",94574,5.0,8,https://www.tripadvisor.com/Attraction_Review-g33000-d19386230-Reviews-Reverie_II_Winery-St_Helena_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'private tour', 'fires', 'property', 'setting', 'wineries', 'wines', 'tasting', 'winery']"
Ghirardelli Square,"900 N Point St At Polk Street, San Francisco, CA 94109-1192",94109,4.0,3564,https://www.tripadvisor.com/Attraction_Review-g60713-d104680-Reviews-Ghirardelli_Square-San_Francisco_California.html,"['Filters', 'English', 'Detailed Reviews', 'sundae', 'chocolate lovers', 'chocolate factory', 'shop', 'chocoholic', 'wharf', 'sf', 'bay', 'fisherman', 'alcatraz']"
Fog Crest Vineyard,"7606 Occidental Rd, Sebastopol, CA 95472-6418",95472,4.5,34,https://www.tripadvisor.com/Attraction_Review-g33069-d8473687-Reviews-Fog_Crest_Vineyard-Sebastopol_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'beautiful view', 'great winery', 'pinot noir', 'rosalind', 'patio', 'rose', 'vineyard', 'wines', 'vines', 'noirs']"
Rails Nap,"5725 Union Rd, Paso Robles, CA 93446-9345",93446,5.0,4,https://www.tripadvisor.com/Attraction_Review-g32861-d14049849-Reviews-Rails_Nap-Paso_Robles_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'winery', 'wines']"
Laguna Mountain Visitor Center,"Los Huecos Rd, Mount Laguna, CA 91948",91948,4.0,4,https://www.tripadvisor.com/Attraction_Review-g32754-d8784441-Reviews-Laguna_Mountain_Visitor_Center-Mount_Laguna_California.html,"['Filters', 'English', 'Detailed Reviews']"
Providence Farm,"40376 Brookside Ave, Cherry Valley, CA 92223-5524",92223,3.0,1,https://www.tripadvisor.com/Attraction_Review-g156029-d1776808-Reviews-Providence_Farm-Cherry_Valley_California.html,"['Filters', 'English', 'Detailed Reviews']"
Buellton Visitor Bureau & Chamber of Commerce,"597 Avenue of the Flags, Buellton, CA 93427-9759",93427,5.0,16,https://www.tripadvisor.com/Attraction_Review-g32121-d7713124-Reviews-Buellton_Visitor_Bureau_Chamber_of_Commerce-Buellton_California.html,"['Filters', 'English', 'Detailed Reviews']"
Amista Vineyards,"3320 Dry Creek Rd, Healdsburg, CA 95448-9187",95448,4.0,32,https://www.tripadvisor.com/Attraction_Review-g32482-d1098797-Reviews-Amista_Vineyards-Healdsburg_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'dry creek valley', 'bubbles', 'zins']"
Hug Cellars,"2323 Tuley Rd Suite 120, Paso Robles, CA 93446-7397",93446,4.5,6,https://www.tripadvisor.com/Attraction_Review-g32861-d8322057-Reviews-Hug_Cellars-Paso_Robles_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Speckle Rock Vineyards,"16138 Highland Valley Rd, Escondido, CA 92025-3547",92025,5.0,7,https://www.tripadvisor.com/Attraction_Review-g32358-d15815419-Reviews-Speckle_Rock_Vineyards-Escondido_California.html,"['Filters', 'English', 'Detailed Reviews', 'falanghina', 'tasting']"
Little Vineyards Family Winery,"15188 Hwy 12, Glen Ellen, CA 95442-9462",95442,4.5,42,https://www.tripadvisor.com/Attraction_Review-g32429-d2331772-Reviews-Little_Vineyards_Family_Winery-Glen_Ellen_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'nice staff', 'wine tasting', 'syrah', 'setting', 'picnic', 'bottle', 'winery', 'hostess', 'napa', 'purchase']"
clarkes collectables,"3674 Hwy 20 E, Nice, CA 95464",95464,4.5,5,https://www.tripadvisor.com/Attraction_Review-g32782-d2523316-Reviews-Clarkes_collectables-Nice_Lake_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Lewelling Vineyards,"1951 Olive Ave, St. Helena, CA 94574-2315",94574,5.0,1,https://www.tripadvisor.com/Attraction_Review-g33000-d19571086-Reviews-Lewelling_Vineyards-St_Helena_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews']"
Tiffany Park,"399 Bridgeway, Sausalito, CA 94965-2451",94965,3.0,1,https://www.tripadvisor.com/Attraction_Review-g33062-d15095486-Reviews-Tiffany_Park-Sausalito_Marin_County_California.html,"['Filters', 'All languages', 'Detailed Reviews']"
Parsons Memorial,"Tuolumne Meadows, Yosemite National Park, CA 95389",95389,4.0,8,https://www.tripadvisor.com/Attraction_Review-g61000-d592688-Reviews-Parsons_Memorial-Yosemite_National_Park_California.html,"['Filters', 'English', 'Detailed Reviews']"
Centerville Fruit Station,"16155 E Kings Canyon Rd, Sanger, CA 93657-9602",93657,4.5,6,https://www.tripadvisor.com/Attraction_Review-g33042-d7800006-Reviews-Centerville_Fruit_Station-Sanger_California.html,"['Filters', 'English', 'Detailed Reviews']"
Horsetail Fire Fall,"Northside dr, Yosemite National Park, CA 95389",95389,4.0,4,https://www.tripadvisor.com/Attraction_Review-g61000-d10745485-Reviews-Horsetail_Fire_Fall-Yosemite_National_Park_California.html,"['Filters', 'English', 'Detailed Reviews']"
Little Chapel by the Sea,"65 Asilomar Blvd, Pacific Grove, CA 93950-2036",93950,3.5,3,https://www.tripadvisor.com/Attraction_Review-g32840-d14784424-Reviews-Little_Chapel_by_the_Sea-Pacific_Grove_Monterey_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Chock Rock Vineyard & Tasting Room,"1 Del Fino Place, Carmel Valley, CA 93924",93924,4.0,9,https://www.tripadvisor.com/Attraction_Review-g32173-d2414992-Reviews-Chock_Rock_Vineyard_Tasting_Room-Carmel_Valley_Monterey_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Rombi Carmel Valley Vineyard,"1 Center St, Carmel Valley, CA 93924-8933",93924,4.5,6,https://www.tripadvisor.com/Attraction_Review-g32173-d8798164-Reviews-Rombi_Carmel_Valley_Vineyard-Carmel_Valley_Monterey_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Petroglyphe Gallery,"8317 Main St, Mokelumne Hill, CA 95245-9776",95245,4.5,3,https://www.tripadvisor.com/Attraction_Review-g32726-d11850067-Reviews-Petroglyphe_Gallery-Mokelumne_Hill_Calaveras_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Palladian Winery,"690 Meadowood Ln, St. Helena, CA 94574-9644",94574,5.0,1,https://www.tripadvisor.com/Attraction_Review-g33000-d5600339-Reviews-Palladian_Winery-St_Helena_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews']"
Heritage County Park,"County parks office: 2454 Heritage Park Row, San Diego, CA 92110",92110,4.5,58,https://www.tripadvisor.com/Attraction_Review-g60750-d108129-Reviews-Heritage_County_Park-San_Diego_California.html,"['Filters', 'English', 'Detailed Reviews', 'old town', 'synagogue', 'homes', 'history', 'benches']"
Palmina Wines,"1520 E Chestnut Ct, Lompoc, CA 93436-4949",93436,3.5,2,https://www.tripadvisor.com/Attraction_Review-g32645-d13547141-Reviews-Palmina_Wines-Lompoc_California.html,"['Filters', 'English', 'Detailed Reviews']"
San Francisco City Hall,"1 Carlton B Goodlett Pl, San Francisco, CA 94102-9991",94102,4.5,1041,https://www.tripadvisor.com/Attraction_Review-g60713-d144407-Reviews-San_Francisco_City_Hall-San_Francisco_California.html,"['Filters', 'English', 'Detailed Reviews', 'beautiful building', 'civic center', 'dome', 'architecture', 'government', 'earthquake', 'palace', 'sf']"
