attraction_name,attraction_address,zip_code,attraction_rating,attraction_n_reviews,attraction_url,popular_mentions
Dry Creek Vineyard,"3770 Lambert Bridge Rd, Healdsburg, CA 95448-9713",95448,5.0,828,https://www.tripadvisor.com/Attraction_Review-g32482-d531667-Reviews-Dry_Creek_Vineyard-Healdsburg_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'chenin blanc', 'wine club', 'wine tasting', 'tasting room', 'great wine', 'beautiful grounds', 'picnic area', 'buy a bottle', 'whites and reds', 'look forward', 'barrel room', 'tasting experience', 'knowledgeable staff', 'sonoma county', 'ian', 'member', 'meritage', 'vineyard', 'wineries', 'zins', 'lawn', 'host', 'case', 'cellar', 'ranch', 'servers', 'hospitality', 'cabs', 'grapes', 'list']"
Gracianna Winery,"6914 Westside Road, Healdsburg, CA 95448-8354",95448,5.0,849,https://www.tripadvisor.com/Attraction_Review-g32482-d3367820-Reviews-Gracianna_Winery-Healdsburg_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'trini and lisa', 'great wine', 'tasting room', 'russian river', 'pinot noir', 'westside road', 'owners and staff', 'wine tasting', 'great family', 'beautiful setting', 'wine club', 'family history', 'sonoma county', 'wine country', 'wine maker', 'look forward', 'my favorite', 'tasting experience', 'great stop', 'healdsburg area', 'wine making', 'amador', 'loft', 'lafayette', 'winery', 'hospitality', 'medallions', 'airbnb', 'vines', 'property']"
Oakland California Temple,"4770 Lincoln Ave, Oakland, CA 94602-2535",94602,5.0,838,https://www.tripadvisor.com/Attraction_Review-g32810-d8405626-Reviews-Oakland_California_Temple-Oakland_California.html,"['Filters', 'English', 'Detailed Reviews', 'visitor center', 'jesus christ', 'virtual tour', 'sister missionaries', 'beautiful grounds', 'family history center', 'christmas lights', 'feel peace', 'peaceful place', 'rooftop garden', 'my favorite part', 'view of the bay', 'the golden gate bridge', 'san francisco', 'walk around', 'parking lot', 'spirit', 'visitors', 'sisters', 'nativity', 'lord', 'argyle', 'genealogy', 'beliefs', 'ancestors', 'saviour', 'gospel', 'testimonial', 'beauty', 'sacred']"
Redwood National Park,"Highway 101 Orick, CA, Redwood National Park, CA 95555",95555,5.0,1156,https://www.tripadvisor.com/Attraction_Review-g2193168-d210214-Reviews-Redwood_National_Park-Redwood_National_Park_California.html,"['Filters', 'English', 'Detailed Reviews', 'lady bird johnson grove', 'fern canyon', 'big trees', 'bucket list', 'awe inspiring', 'visitor center', 'beautiful trees', 'hiking trails', 'crescent city', 'elk prairie', 'amazing redwoods', 'trees of mystery', 'avenue of giants', 'scenic drive', 'banana slugs', 'nature', 'california', 'road', 'state', 'ranger', 'miles', 'newton', 'map', 'treasure', 'trillium', 'loop', 'eureka', 'camp', 'klamath', 'yosemite']"
Avenue of the Giants,"Avenue of the Giants, CA 95571",95571,5.0,979,https://www.tripadvisor.com/Attraction_Review-g7380863-d270013-Reviews-Avenue_of_the_Giants-Humboldt_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'beautiful drive', 'giant redwoods', 'founders grove', 'awe inspiring', 'humboldt redwoods state park', 'visitor center', 'pull over', 'amazing trees', 'scenic route', 'big trees', 'old growth redwoods', 'take pictures', 'san francisco', 'saints', 'forest', 'eureka', 'hwy', 'hike', 'nature', 'drury', 'california', 'loop', 'opportunities', 'pepperwood']"
"Lions, Tigers & Bears","24402 Martin Way, Alpine, CA 91901-2513",91901,5.0,1382,https://www.tripadvisor.com/Attraction_Review-g29082-d1832324-Reviews-Lions_Tigers_Bears-Alpine_California.html,"['Filters', 'English', 'Detailed Reviews', 'exotic animals', 'animal sanctuary', 'forever home', 'their lives', 'big cats', 'wonderful sanctuary', 'these beautiful creatures', 'pet trade', 'feed the animals', 'love animals', 'behind the scenes', 'eye opening', 'non profit', 'white tiger', 'awesome experience', 'great place to visit', 'san diego', 'bobbi', 'volunteers', 'rescued', 'enclosures', 'sanctuaries', 'stories', 'trafficking', 'rescues', 'rescuing', 'heartbreaking', 'zoo', 'bobcat', 'mission']"
Tunnel View,"Wawona Road, Yosemite National Park, CA 95389",95389,5.0,3071,https://www.tripadvisor.com/Attraction_Review-g61000-d593212-Reviews-Tunnel_View-Yosemite_National_Park_California.html,"['Filters', 'English', 'Detailed Reviews', 'el capitan', 'yosemite valley', 'glacier point', 'parking lot', 'bridal veil falls', 'wawona road', 'bridalveil fall', 'worth a stop', 'valley floor', 'parking area', 'half', 'dome', 'drive', 'vista', 'camera', 'clouds', 'beauty', 'points', 'snow']"
Point Lobos,"62 Ca-1, Carmel, CA 93923",93923,5.0,4834,https://www.tripadvisor.com/Attraction_Review-g32172-d102545-Reviews-Point_Lobos-Carmel_Monterey_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'sea lions', 'the reserve', 'cypress grove trail', 'whalers cove', 'bird island', 'north shore', 'tide pools', 'poison oak', 'easy hike', 'beautiful park', 'state park', 'on the rocks', 'saw seals', 'hiking trails', 'big sur', 'arrive early', 'coastal views', 'china cove', 'picnic tables', 'entry fee', 'parking lot', 'parking area', 'few hours', 'clams', 'parking is limited', 'natural beauty', 'carmel area', 'gibson beach', 'mile drive', 'wildlife']"
Fisherman's Wharf,"Jefferson Street Between Hyde and Powell Streets, San Francisco, CA 94133",94133,4.0,19524,https://www.tripadvisor.com/Attraction_Review-g60713-d108678-Reviews-Fisherman_s_Wharf-San_Francisco_California.html,"['Filters', 'English', 'Detailed Reviews', 'seafood', 'sea lions', 'clam chowder', 'street performers', 'souvenir shops', 'boudin bakery', 'ghirardelli square', 'walk around', 'cable car', 'wharf', 'tourists', 'alcatraz', 'bay', 'attractions', 'piers', 'sf', 'submarine', 'stroll', 'vendors', 'ships', 'aquarium']"
Santa Monica Pier,"200 Santa Monica Pier, Santa Monica, CA 90401-3126",90401,4.0,19138,https://www.tripadvisor.com/Attraction_Review-g33052-d104238-Reviews-Santa_Monica_Pier-Santa_Monica_California.html,"['Filters', 'English', 'Detailed Reviews', 'ferris wheel', 'amusement park', 'souvenir shops', 'bubba gump', 'carnival rides', 'people watching', 'merry go round', 'fun place', 'great place to visit', 'pacific park', 'nice walk', 'few hours', 'lots of fun', 'street performers', 'los angeles', 'pier', 'end', 'restaurants', 'route', 'parking', 'arcade', 'games', 'sunset', 'ocean', 'fishing', 'entertainment', 'landmark', 'stroll', 'sign', 'musicians']"
Pine Ridge Vineyards,"5901 Silverado Trl, Napa, CA 94558-9417",94558,5.0,476,https://www.tripadvisor.com/Attraction_Review-g32766-d107868-Reviews-Pine_Ridge_Vineyards-Napa_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'cave tour', 'chenin blanc', 'wine tasting', 'tasting room', 'wine caves', 'tasting experience', 'wine club', 'great wine', 'stags leap', 'club members', 'beautiful setting', 'favorite wineries', 'tasting area', 'private tasting', 'awesome experience', 'visiting napa', 'wine making', 'napa area', 'cabs', 'winery', 'host', 'bottle', 'cellar', 'cheese', 'reds', 'shipment', 'grapes', 'patio', 'reservation', 'chris']"
Disney California Adventure Park,"1313 Disneyland Drive, Anaheim, CA 92803-3232",92803,4.5,15659,https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-Disney_California_Adventure_Park-Anaheim_California.html,"['Filters', 'English', 'Detailed Reviews', 'tower of terror', 'radiator springs', 'cars ride', 'california adventure', 'fast pass', 'roller coaster', 'toy story mania', 'grizzly river run', 'bugs land', 'little mermaid', 'water show', 'adventure park', 'single rider line', 'all ages', 'favorite ride', 'lots of fun', 'worth the wait', 'wait times', 'great ride', 'minute wait', 'popular rides', 'day pass', 'cast members', 'happiest place on earth', 'attractions', 'disney', 'lines', 'carsland', 'soarin', 'dca']"
Highway 1 Road Trip,"Highway 1, San Luis Obispo, CA 93401",93401,5.0,166,https://www.tripadvisor.com/Attraction_Review-g33026-d12206572-Reviews-Highway_1_Road_Trip-San_Luis_Obispo_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'beautiful drive', 'the elephant seal rookery', 'beautiful ocean', 'hairpin turns', 'sea lions', 'coastline', 'california', 'curve', 'overs', 'wildlife', 'population', 'opportunities', 'hiking', 'fog', 'slo', 'creek']"
PCPA - Pacific Conservatory Theatre,"800 S College Dr, Santa Maria, CA 93454-6399",93454,5.0,257,https://www.tripadvisor.com/Attraction_Review-g33051-d1099903-Reviews-PCPA_Pacific_Conservatory_Theatre-Santa_Maria_California.html,"['Filters', 'English', 'Detailed Reviews', 'top notch', 'central coast', 'singing and dancing', 'quality theatre', 'actors', 'performance', 'shows', 'acting', 'tickets', 'broadway', 'sets', 'seat', 'lighting', 'intermission', 'valley']"
Hendry Ranch Wines,"3104 Redwood Rd, Napa, CA 94558-9706",94558,5.0,309,https://www.tripadvisor.com/Attraction_Review-g32766-d505254-Reviews-Hendry_Ranch_Wines-Napa_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'tasting session', 'highly recommend this winery', 'small winery', 'great wine', 'cabernet sauvignon', 'personal touch', 'tasting fee', 'wine club', 'grapes', 'winemaking', 'purchase', 'wines', 'vineyard', 'reservation', 'land', 'host']"
Miniataure Engineering Craftsmanship Museum (MECM),"3190 Lionshead Ave, Carlsbad, CA 92010-4701",92010,5.0,204,https://www.tripadvisor.com/Attraction_Review-g32171-d2535960-Reviews-Miniataure_Engineering_Craftsmanship_Museum_MECM-Carlsbad_California.html,"['Filters', 'English', 'Detailed Reviews', 'doll houses', 'miniature', 'donation', 'model', 'matchstick', 'displays', 'boats', 'cars', 'volunteers', 'hobbyists', 'motor', 'foundation', 'admission', 'collection', 'technology']"
Robert Biale Vineyards,"4038 Big Ranch Rd, Napa, CA 94558-1405",94558,5.0,217,https://www.tripadvisor.com/Attraction_Review-g32766-d2561656-Reviews-Robert_Biale_Vineyards-Napa_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'brick chicken', 'an excellent job of explaining', 'napa valley', 'wine tasting', 'wine educator', 'wine club', 'became members', 'family owned winery', 'favorite winery', 'beautiful vineyard', 'tasting area', 'great wine', 'tasting experience', 'zins', 'petite', 'alina', 'tom', 'host', 'vines', 'pat', 'stories', 'grapes', 'shipment', 'drinkers', 'cabs', 'cheers', 'server', 'recommendation', 'reds', 'wineries']"
Bhagavad-gita Diorama-Museum,"3764 Watseka Ave, Los Angeles, CA 90034-4005",90034,5.0,198,https://www.tripadvisor.com/Attraction_Review-g32655-d13327615-Reviews-Bhagavad_gita_Diorama_Museum-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews', 'hare krishna', 'krishna consciousness', 'holy book', 'must visit place', 'unique experience', 'trip to los angeles', 'guided tour', 'dioramas', 'spiritual', 'wisdom', 'audio', 'narration', 'enlightening', 'culver', 'craftsmanship', 'introduction', 'society', 'sculptures', 'teacher', 'land', 'sets', 'getty']"
Chamisal Vineyards,"7525 Orcutt Rd, San Luis Obispo, CA 93401-8341",93401,5.0,197,https://www.tripadvisor.com/Attraction_Review-g33026-d3372296-Reviews-Chamisal_Vineyards-San_Luis_Obispo_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'great wine', 'edna valley', 'wine tasting', 'tasting experience', 'vineyard views', 'lobster fest', 'look forward to visiting again', 'library wines', 'setting beautiful', 'favorite winery', 'wine club members', 'became members', 'summer afternoon', 'an amazing host', 'outdoor tasting', 'pinot noir', 'attentive staff', 'tasting room', 'charcuterie', 'views are spectacular', 'wealth of knowledge', 'outdoor patio', 'lovely afternoon', 'taste buds', 'awesome experience', 'central coast', 'favorite places', 'gelato', 'a lot of fun', 'slo county']"
Stephen & Walker Winery,"243 Healdsburg Ave, Healdsburg, CA 95448-4103",95448,5.0,327,https://www.tripadvisor.com/Attraction_Review-g32482-d1036831-Reviews-Stephen_Walker_Winery-Healdsburg_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'wine club', 'tasting room', 'downtown healdsburg', 'cheese plate', 'wine tasting', 'great wine', 'favorite wine', 'club members', 'great place to visit', 'sauvignon blanc', 'tasting experience', 'walkers', 'patrona', 'winery', 'toppings', 'cab', 'reds', 'membership', 'varietals', 'servers', 'hosts', 'case', 'region', 'wineries', 'reservation', 'zin']"
VGS Chateau Potelle,"1200 Dowdell Ln, St. Helena, CA 94574-1407",94574,5.0,215,https://www.tripadvisor.com/Attraction_Review-g33000-d282857-Reviews-VGS_Chateau_Potelle-St_Helena_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'small bites', 'food pairings', 'jean noel', 'food bites', 'tasting house', 'wine tasting', 'tasting room', 'napa valley', 'wine club', 'amazing tasting', 'tasting experience', 'club members', 'great host', 'fantastic wine', 'toque', 'kathi', 'winery', 'wineries', 'zinfandel', 'hospitality', 'palate', 'shipment', 'setting', 'winemaker', 'hostess', 'varietals', 'appointment', 'cab']"
West Coast Falconry,"10308 Spring Valley Rd, Marysville, CA 95901-8741",95901,5.0,393,https://www.tripadvisor.com/Attraction_Review-g32689-d2531129-Reviews-West_Coast_Falconry-Marysville_California.html,"['Filters', 'English', 'Detailed Reviews', 'harris hawk', 'hawk walk', 'magnificent birds', 'falcon experience', 'close encounter', 'incredible experience', 'once in a lifetime', 'gloved hand', 'bucket list', 'owl encounter', 'small group', 'fun experience', 'don diego', 'take pictures', 'raptors', 'handlers', 'avalon', 'land', 'mariposa', 'hamish', 'session', 'knowledge', 'introduction', 'opportunities', 'woods']"
Manzanar National Historic Site,"5001 Hwy. 395, Independence, CA 93526",93526,5.0,509,https://www.tripadvisor.com/Attraction_Review-g60896-d117176-Reviews-Manzanar_National_Historic_Site-Independence_California.html,"['Filters', 'English', 'Detailed Reviews', 'driving tour', 'japanese americans', 'american history', 'mess hall', 'visitor center', 'concentration camp', 'park service has', 'mammoth lakes', 'great museum', 'barracks', 'reminder', 'visitors', 'exhibits', 'sobering', 'recreated', 'perimeter', 'tribute', 'material', 'glimpse']"
Marvyn's Magic Theater,"46630 Washington St, La Quinta, Greater Palm Springs, CA 92253-2439",92253,5.0,242,https://www.tripadvisor.com/Attraction_Review-g32584-d19037901-Reviews-Marvyn_s_Magic_Theater-La_Quinta_Greater_Palm_Springs_California.html,"['Filters', 'English', 'Detailed Reviews', 'great entertainment', 'fun night', 'wonderful evening', 'piano bar', 'every week', 'laughed so hard', 'acts change', 'first class', 'top notch', 'main event', 'main act', 'entertaining evening', 'magic tricks', 'las vegas', 'love magic', 'dana daniels', 'intimate theatre', 'four times', 'spend an evening', 'audience participation', 'moment you walk in the door', 'slight of hand', 'lots of fun', 'arrive early', 'coachella valley', 'first rate', 'live music', 'the palm springs area', 'jeff', 'pre']"
Humboldt Redwoods State Park,"Avenue of the Giants, Weott, CA 95571",95571,5.0,520,https://www.tripadvisor.com/Attraction_Review-g33249-d186137-Reviews-Humboldt_Redwoods_State_Park-Weott_Humboldt_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'visitor center', 'founders grove', 'state park', 'eel river', 'big trees', 'avenue of giants', 'hiking trails', 'road trip', 'beautiful drive', 'burlington', 'campground', 'redwoods', 'camping', 'visitors', 'nature', 'hike', 'california', 'miles', 'awe', 'tent', 'restrooms', 'sp', 'roads', 'firewood', 'signage', 'freeway', 'detour']"
Self Realization Fellowship Hermitage & Meditation Gardens,"215 W K St, Encinitas, CA 92024-5040",92024,5.0,533,https://www.tripadvisor.com/Attraction_Review-g32355-d3140483-Reviews-Self_Realization_Fellowship_Hermitage_Meditation_Gardens-Encinitas_California.html,"['Filters', 'English', 'Detailed Reviews', 'overlooking the ocean', 'spiritual place', 'beautiful grounds', 'beautiful spot', 'koi', 'meditate', 'peace', 'pools', 'beauty', 'flowers', 'pacific', 'zen', 'trees', 'thoughts', 'surfers']"
San Diego Sand Castles,"4306 Ocean View Blvd, San Diego, CA 92113-1916",92113,5.0,409,https://www.tripadvisor.com/Attraction_Review-g60750-d4300947-Reviews-San_Diego_Sand_Castles-San_Diego_California.html,"['Filters', 'English', 'Detailed Reviews', 'sand castle building', 'amazing sand', 'unique experience', 'amazing castle', 'an excellent teacher', 'family activity', 'learning how', 'fun activity', 'all ages', 'favorite activity', 'any age', 'an absolute blast', 'team building', 'great fun', 'kids and adults', 'we spent hours', 'jt', 'sandcastle', 'techniques', 'skills', 'lesson', 'instructor', 'project', 'sd']"
Club Fugazi,"678 Green St, San Francisco, CA 94133-3878",94133,5.0,119,https://www.tripadvisor.com/Attraction_Review-g60713-d142393-Reviews-Club_Fugazi-San_Francisco_California.html,"['Filters', 'English', 'Detailed Reviews', 'beach blanket babylon', 'love letter', 'talented performers', 'jaw dropping', 'amazing acrobatics', 'historic venue', 'entire show', 'cirque de', 'contemporary dance', 'physical strength', 'beautiful tribute', 'human body', 'audience members', 'all ages', ""city's history"", 'awe inspiring', 'buy your tickets', 'lots of fun', 'circus', 'performance', 'poetry', 'stage', 'cast', 'athleticism', 'sf', 'thrilling', 'rows', 'abilities', 'diversity', 'roots']"
Escape Games at The River,"71800 Highway 111 Suite A-210, Rancho Mirage, Greater Palm Springs, CA 92270-4492",92270,5.0,730,https://www.tripadvisor.com/Attraction_Review-g32942-d11867546-Reviews-Escape_Games_at_The_River-Rancho_Mirage_Greater_Palm_Springs_California.html,"['Filters', 'English', 'Detailed Reviews', 'team building', 'super fun', 'fun experience', 'game master', 'the dragon', 'skull island', 'a lot of fun', 'palm desert', 'palm springs', 'clues', 'pharaoh', 'blast', 'rooms', 'spire', 'bakery', 'mutiny', 'challenge', 'hints', 'teamwork', 'adventure', 'immersive', 'escaping', 'difficulty']"
Crescent Trail Rides,"2002 Morehead Rd No storefront, Crescent City, CA 95531-7936",95531,5.0,387,https://www.tripadvisor.com/Attraction_Review-g60944-d8048908-Reviews-Crescent_Trail_Rides-Crescent_City_California.html,"['Filters', 'English', 'Detailed Reviews', 'hour ride', 'great ride', 'horseback riding', 'experienced riders', 'these ladies', 'beautiful horses', 'enjoyable ride', 'sand dunes', 'took pictures', 'dunes state park', 'bucket list', 'local history', 'redwood forest', 'mill creek', 'lori', 'bikes', 'rode', 'saddle', 'trail', 'scenery', 'helmets', 'leader', 'duke', 'bailey', 'adventure', 'granddaughters', 'personalities', 'ocean', 'brookings', 'blast']"
San Diego Fly Rides,"12544 Kirkham Ct Suite 2, La Jolla, San Diego, CA 92037-3614",92037,5.0,1531,https://www.tripadvisor.com/Attraction_Review-g32578-d2058133-Reviews-San_Diego_Fly_Rides-La_Jolla_San_Diego_California.html,"['Filters', 'English', 'Detailed Reviews']"
The Escape Game San Francisco,"150 Kearny St, San Francisco, CA 94108-4802",94108,5.0,451,https://www.tripadvisor.com/Attraction_Review-g60713-d17768057-Reviews-The_Escape_Game_San_Francisco-San_Francisco_California.html,"['Filters', 'English', 'Detailed Reviews', 'prison break', 'gold rush', 'special ops', 'super fun', 'game master', 'spy mission', 'team event', 'explained everything', 'awesome experience', 'clues', 'heist', 'blast', 'hints', 'activity']"
Scott Harvey Winery,"10861 Shenandoah Rd, Plymouth, CA 95669-9506",95669,5.0,142,https://www.tripadvisor.com/Attraction_Review-g32905-d8538536-Reviews-Scott_Harvey_Winery-Plymouth_Amador_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Speed Circuit & Family Fun Center,"881 Showroom Pl, San Diego, CA 91914-3624",91914,5.0,457,https://www.tripadvisor.com/Attraction_Review-g60750-d603312-Reviews-Speed_Circuit_Family_Fun_Center-San_Diego_California.html,"['Filters', 'English', 'Detailed Reviews', 'go karts', 'thrill park', 'arcade games', 'race track', 'ropes course', 'racing experience', 'fastest lap', 'chula vista', 'kids and adults', 'awesome experience', 'races', 'blast', 'cars', 'adrenaline', 'karting', 'helmets', 'obstacles', 'activity', 'safety']"
Escapology San Diego,"3116 Mission Blvd, San Diego, CA 92109-8725",92109,5.0,535,https://www.tripadvisor.com/Attraction_Review-g60750-d10432844-Reviews-Escapology_San_Diego-San_Diego_California.html,"['Filters', 'English', 'Detailed Reviews', 'game master', 'escape room', 'great game', 'belmont park', 'great escape', 'minutes left', 'a lot of fun', 'super fun', 'team building', 'explained everything', 'fun experience', 'year olds', 'mission beach', 'augustus', 'antidote', 'clues', 'hints', 'escaped', 'cod3', 'blast', 'props', 'murder', 'sherwin', 'c0d3', 'challenges', 'activity']"
Marrakech Magic Theater,"419 Ofarrell St, San Francisco, CA 94102-2009",94102,5.0,1288,https://www.tripadvisor.com/Attraction_Review-g60713-d2098477-Reviews-Marrakech_Magic_Theater-San_Francisco_California.html,"['Filters', 'English', 'Detailed Reviews', 'card tricks', 'audience participation', 'slight of hand', 'unique experience', 'performance', 'illusion', 'mentalist', 'preshow', 'master']"
Mission Escape Games,"400 W Disney Way Unit 313, Anaheim, CA 92802-2906",92802,5.0,1445,https://www.tripadvisor.com/Attraction_Review-g29092-d11707352-Reviews-Mission_Escape_Games-Anaheim_California.html,"['Filters', 'English', 'Detailed Reviews', 'bank heist', 'game master', 'torture chamber', 'horror room', 'minutes left', 'seconds to spare', 'team building', 'jekyll and hyde', 'super fun', 'fun experience', 'great game', 'a lot of fun', 'attention to detail', 'clues', 'darkest', 'challenging', 'blast', 'hints', 'teamwork', 'theme', 'brain', 'props', 'activity', 'production', 'technology', 'excitement', 'thrill', 'disneyland']"
Sapphire Hill Winery,"55 Front St, Healdsburg, CA 95448-4437",95448,5.0,205,https://www.tripadvisor.com/Attraction_Review-g32482-d3546094-Reviews-Sapphire_Hill_Winery-Healdsburg_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'food pairings', 'fun experience', 'wine']"
Swanson Vineyards Salon,"1077 Dunaweal Ln, Rutherford, CA 94515-9799",94515,5.0,185,https://www.tripadvisor.com/Attraction_Review-g32997-d288048-Reviews-Swanson_Vineyards_Salon-Rutherford_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'wine tasting', 'looking forward to a return visit', 'wine club', 'great host', 'great wine', 'sarah', 'napa', 'winery', 'skills', 'flavor', 'knowledge', 'setting', 'wineries', 'blend']"
Anderson's Conn Valley Vineyards,"680 Rossi Rd, St. Helena, CA 94574-9646",94574,5.0,205,https://www.tripadvisor.com/Attraction_Review-g33000-d2643149-Reviews-Anderson_s_Conn_Valley_Vineyards-St_Helena_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'unique experience', 'napa area', 'todd', 'vineyard', 'wine', 'hospitality']"
Escape Room Palm Springs,"2500 N. Palm Canyon Dr. Suite B3, Palm Springs, Greater Palm Springs, CA 92264-1551",92264,5.0,1977,https://www.tripadvisor.com/Attraction_Review-g32847-d8571561-Reviews-Escape_Room_Palm_Springs-Palm_Springs_Greater_Palm_Springs_California.html,"['Filters', 'English', 'Detailed Reviews', 'game master', 'titanic room', 'team building', 'lots of fun', 'puzzles', 'ripper', 'blast', 'merlin', 'ty', 'dominique']"
MindTrap Escape Room,"26780 Ynez Ct Suite C, Temecula, CA 92591-4670",92591,5.0,157,https://www.tripadvisor.com/Attraction_Review-g33165-d12637100-Reviews-MindTrap_Escape_Room-Temecula_California.html,"['Filters', 'English', 'Detailed Reviews', 'great escape', 'puzzles', 'immersive', 'excalibur', 'host']"
Puzzle Effect - Clovis,"290 Shaw Ave Suite a, Clovis, CA 93612-3854",93612,5.0,125,https://www.tripadvisor.com/Attraction_Review-g32225-d10547690-Reviews-Puzzle_Effect_Clovis-Clovis_California.html,"['Filters', 'English', 'Detailed Reviews', 'escape room', 'super fun', 'lots of fun', 'great room', 'family activity', 'gift card', 'my favorite', 'storm room', 'awesome place', 'seconds to spare', 'awesome experience', 'aubrey', 'grazie', 'crimson', 'reel', 'puzzles', 'rooms', 'challenge', 'blast', 'hints', 'amnesia', 'game', 'pirate', 'goal', 'mystery', 'clock', 'carlos', 'birthday', 'boys', 'movie']"
Brandini Toffee,"132 S Palm Canyon Dr, Palm Springs, Greater Palm Springs, CA 92262-6330",92262,5.0,322,https://www.tripadvisor.com/Attraction_Review-g32847-d10675584-Reviews-Brandini_Toffee-Palm_Springs_Greater_Palm_Springs_California.html,"['Filters', 'English', 'Detailed Reviews', 'tins']"
Palace Games,"3601 Lyon St At Marina Blvd, San Francisco, CA 94123-1019",94123,5.0,156,https://www.tripadvisor.com/Attraction_Review-g60713-d8141758-Reviews-Palace_Games-San_Francisco_California.html,"['Filters', 'English', 'Detailed Reviews', 'edison room', 'escape room', 'team building', 'solving puzzles', 'bonding experience', 'great escape', 'behind the scenes', 'lots of fun', 'houdini', 'challenging', 'challenges', 'technology', 'blast', 'hints', 'escapes', 'adventure', 'science']"
Pedego Electric Bikes La Quinta,"78 -075 Main St. Suite 104, La Quinta, Greater Palm Springs, CA 92253",92253,5.0,107,https://www.tripadvisor.com/Attraction_Review-g32584-d7946864-Reviews-Pedego_Electric_Bikes_La_Quinta-La_Quinta_Greater_Palm_Springs_California.html,"['Filters', 'English', 'Detailed Reviews', 'bike shop', 'great ride', 'great customer service', 'great activity', 'staff was friendly and helpful', 'bike ride', 'price was reasonable', 'super fun', 'answered all our questions', 'fun experience', 'lots of fun', 'bryan', 'blast', 'renting', 'rode', 'cove', 'offroad', 'purchase', 'tracker', 'element', 'helmets', 'paths', 'oasis', 'instructions', 'desert', 'festival', 'mountains', 'sand', 'condition']"
West Coast Multihulls,"Sunroad Resort Marina 955 Harbor Island Drive, Suite 180, San Diego, CA 92101",92101,5.0,191,https://www.tripadvisor.com/Attraction_Review-g60750-d4439266-Reviews-West_Coast_Multihulls-San_Diego_California.html,"['Filters', 'English', 'Detailed Reviews', 'bareboat charter', 'captain andy', 'sailing school', 'sailing skills', 'great instructor', 'learning environment', 'foot catamaran', 'mono hull', 'large catamaran', 'ocean spirit', 'sailing vacation', 'beautiful condition', 'san diego bay', 'great learning', 'great boat', 'an absolute blast', 'his knowledge', 'open ocean', 'awesome experience', 'southern california', 'docking', 'catalina', 'asa', 'certification', 'boats', 'mob', 'motoring', 'fp', 'bvi', 'keel']"
Puzzle Effect - Bakersfield,"3616 Coffee Rd Suite C, Bakersfield, CA 93308-5037",93308,5.0,92,https://www.tripadvisor.com/Attraction_Review-g32037-d8741679-Reviews-Puzzle_Effect_Bakersfield-Bakersfield_California.html,"['Filters', 'English', 'Detailed Reviews', 'escape room', 'super fun', 'a lot of fun', 'recommend coming here', 'storm room', 'team building', 'great room', 'game master', 'sense of accomplishment', 'great escape', 'fun family', 'fun experience', 'clues', 'rob', 'alexis', 'faith', 'challenging', 'amnesia', 'hints', 'pirate', 'crimson', 'brain', 'jasper', 'escaped', 'stack', 'grim', 'escaping', 'blast', 'lobby', 'games']"
Lajollacooks4u,"2094 Caminito Capa, La Jolla, San Diego, CA 92037-5705",92037,5.0,318,https://www.tripadvisor.com/Attraction_Review-g32578-d1006107-Reviews-Lajollacooks4u-La_Jolla_San_Diego_California.html,"['Filters', 'English', 'Detailed Reviews', 'chef jodi', 'team building', 'beautiful kitchen', 'food prep', 'recipe', 'cooking']"
The Grape Escape,"1345 W Imola Ave, Napa, CA 94559-4724",94559,5.0,101,https://www.tripadvisor.com/Attraction_Review-g32766-d17836697-Reviews-The_Grape_Escape-Napa_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'game master', 'great team building experience', 'all ages', 'fun experience', 'small group', 'wine tasting', 'clues', 'kraken', 'challenging', 'circus', 'blast', 'challenges', 'activity', 'hints', 'topic', 'enthusiasts', 'skills', 'newbies', 'outing']"
Virtual Room Los Angeles,"6933 Hollywood Blvd Inside Madame Tussauds Museum, Los Angeles, CA 90028-6146",90028,5.0,134,https://www.tripadvisor.com/Attraction_Review-g32655-d13336836-Reviews-Virtual_Room_Los_Angeles-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews', 'escape room', 'game master', 'vr', 'mission', 'fun', 'hints', 'puzzles', 'stage']"
